,title,max_players,genres,publisher,sales_metric,price,review_raiting,console,age_raiting,year
569,Unreal Tournament III,1,Action,Midway,0.33,16.95,86,PlayStation 3,M,2007
570,Bee Movie Game,2,Action,Activision,0.32,14.95,62,Nintendo Wii,E,2007
571,Def Jam: Icon,2,Action,EA,0.32,17.95,69,X360,M,2007
572,Transformers: The Game,1,Action,Activision,0.32,17.95,54,PlayStation 3,E,2007
573,TimeShift,1,Action,,0.32,12.95,70,X360,M,2007
574,SSX Blur,4,Sports,EA,0.31,17.95,74,Nintendo Wii,E,2007
575,Bleach: The Blade of Fate,1,Action,Sega,0.31,17.95,83,Nintendo DS,E,2007
576,EA Playground,1,"Racing / Driving,Sports",EA,0.31,11.95,60,Nintendo DS,E,2007
577,Final Fantasy II,1,Role-Playing (RPG),SquareEnix,0.31,17.95,63,Sony PSP,E,2007
578,The Eye of Judgment,2,Strategy,Sony,0.3,12.95,75,PlayStation 3,E,2007
579,MLB 07: The Show,2,Sports,Sony,0.3,9.95,77,PlayStation 3,T,2007
580,Virtua Fighter 5,2,Action,Sega,0.3,14.95,85,PlayStation 3,M,2007
581,NiGHTS: Journey of Dreams,2,Action,Sega,0.3,14.95,69,Nintendo Wii,M,2007
582,Puzzle Quest: Challenge of the Warlords,1,"Role-Playing (RPG),Strategy",,0.3,17.95,82,Nintendo DS,E,2007
583,NBA Live 08,1,Sports,EA,0.3,14.95,73,Sony PSP,E,2007
584,Kane & Lynch: Dead Men,2,Action,Eidos,0.29,19.95,64,PlayStation 3,E,2007
585,Crash of the Titans,2,Action,,0.29,17.95,65,X360,E,2007
586,Harry Potter and the Order of the Phoenix,1,Action,EA,0.29,17.95,51,Nintendo DS,E,2007
587,SimCity DS,1,Simulation,EA,0.29,14.95,69,Nintendo DS,T,2007
588,Wario: Master of Disguise,1,Action,Nintendo,0.29,14.95,60,Nintendo DS,E,2007
589,No More Heroes,1,"Action,Racing / Driving",Ubisoft,0.29,17.95,83,Nintendo Wii,M,2007
590,BlackSite: Area 51,1,Action,Midway,0.29,17.95,62,X360,E,2007
591,Shrek the Third,2,Action,Activision,0.28,14.95,56,X360,E,2007
592,Shrek the Third,1,Adventure,Activision,0.28,16.95,70,Nintendo DS,T,2007
593,Surf's Up,1,"Racing / Driving,Sports",Ubisoft,0.28,14.95,56,Nintendo DS,T,2007
594,MLB 07: The Show,1,Sports,Sony,0.28,9.95,82,Sony PSP,E,2007
595,TMNT,1,Action,Ubisoft,0.28,19.95,58,X360,E,2007
596,Spider-Man: Friend or Foe,2,Action,Activision,0.27,17.95,60,X360,E,2007
597,Contra 4,1,Action,Konami,0.27,17.95,83,Nintendo DS,T,2007
598,Phoenix Wright: Ace Attorney - Trials and Tribu...,1,"Adventure,Simulation",Capcom,0.27,17.95,81,Nintendo DS,T,2007
599,Disney Pirates of the Caribbean: At World's End,1,Action,Disney,0.27,14.95,66,Nintendo DS,T,2007
600,Dragon Ball Z: Shin Budokai - Another Road,1,Action,"Atari,Namco",0.27,16.95,65,Sony PSP,E,2007
601,Spider-Man 3,1,Action,Activision,0.27,17.95,60,PlayStation 3,E,2007
602,The Golden Compass,1,Action,Sega,0.27,9.95,41,X360,M,2007
603,Stuntman: Ignition,4,"Action,Racing / Driving",THQ,0.26,14.95,75,X360,T,2007
604,Chicken Shoot,2,Action,,0.26,12.95,27,Nintendo Wii,E,2007
605,Shrek the Third,2,Action,Activision,0.26,16.95,57,Nintendo Wii,E,2007
606,DK: Jungle Climber,1,"Action,Strategy",Nintendo,0.26,24.95,77,Nintendo DS,T,2007
607,Dragon Quest IV: Chapters of the Chosen,1,Role-Playing (RPG),SquareEnix,0.26,24.95,80,Nintendo DS,T,2007
608,300: March to Glory,1,Action,Eidos,0.26,14.95,55,Sony PSP,E,2007
609,Fire Emblem: Radiant Dawn,1,"Role-Playing (RPG),Strategy",Nintendo,0.26,34.95,78,Nintendo Wii,T,2007
610,The Golden Compass,1,Action,Sega,0.26,14.95,35,Nintendo Wii,E,2007
611,Manhunt 2,1,Action,Rockstar,0.26,19.95,62,Nintendo Wii,E,2007
612,NASCAR 08,1,"Racing / Driving,Sports",EA,0.25,12.95,59,X360,E,2007
613,Virtua Tennis 3,4,Sports,Sega,0.24,19.95,80,PlayStation 3,E,2007
614,All-Pro Football 2K8,4,Sports,2K,0.24,7.95,75,X360,T,2007
615,Major League Baseball 2K7,2,Sports,2K,0.24,7.95,74,PlayStation 3,M,2007
616,The Warriors,1,Action,Rockstar,0.24,17.95,52,Sony PSP,T,2007
617,Ghost Rider,4,Action,2K,0.23,16.95,49,Sony PSP,T,2007
618,Tony Hawk's Proving Ground,2,Sports,Activision,0.23,16.95,57,Nintendo Wii,E,2007
619,Juiced 2: Hot Import Nights,2,Racing / Driving,THQ,0.23,14.95,68,X360,E,2007
620,Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,0.23,13.95,72,Nintendo DS,T,2007
621,The Simpsons Game,1,Action,EA,0.23,16.95,59,Sony PSP,M,2007
622,Syphon Filter: Logan's Shadow,1,"Action,Strategy",Sony,0.23,16.95,85,Sony PSP,T,2007
623,Tiger Woods PGA Tour 08,4,Sports,EA,0.22,12.95,79,PlayStation 3,T,2007
624,Ratatouille,4,Action,THQ,0.22,16.95,56,X360,T,2007
625,Trauma Center: New Blood,2,"Action,Simulation",Nintendo,0.22,17.95,77,Nintendo Wii,E,2007
626,Hotel Dusk: Room 215,1,Adventure,Nintendo,0.22,14.95,78,Nintendo DS,E,2007
627,Mega Man ZX Advent,1,Action,Capcom,0.22,17.95,78,Nintendo DS,T,2007
628,Silent Hill: 0rigins,1,Action,Konami,0.22,17.95,78,Sony PSP,E,2007
629,Harry Potter and the Order of the Phoenix,1,Action,EA,0.22,16.95,68,X360,M,2007
630,NHL 08 ,1,Sports,EA,0.22,9.95,85,X360,E,2007
631,Castlevania: The Dracula X Chronicles,2,Action,Konami,0.21,16.95,80,Sony PSP,E,2007
632,Tony Hawk's Proving Ground,1,Sports,Activision,0.21,13.95,39,Nintendo DS,M,2007
633,Jeanne d'Arc,1,"Role-Playing (RPG),Strategy",Sony,0.21,19.95,87,Sony PSP,T,2007
634,BWii: Battalion Wars 2,1,"Action,Simulation,Strategy",Nintendo,0.21,14.95,75,Nintendo Wii,T,2007
635,Battlestations: Midway,1,"Action,Strategy",Eidos,0.21,17.95,73,X360,T,2007
636,Dragon Ball Z: Harukanaru Densetsu,1,Strategy,Atari,0.2,14.95,57,Nintendo DS,T,2007
637,Touch the Dead,1,Action,,0.2,16.95,56,Nintendo DS,T,2007
638,The Darkness,1,Action,2K,0.2,14.95,80,PlayStation 3,E,2007
639,Donkey Kong Barrel Blast,4,Racing / Driving,Nintendo,0.19,29.95,46,Nintendo Wii,T,2007
640,The BIGS,4,"Action,Simulation,Sports",2K,0.19,12.95,79,X360,M,2007
641,Armored Core 4,2,Action,Sega,0.19,17.95,65,X360,E,2007
642,Etrian Odyssey,1,Role-Playing (RPG),Nintendo,0.19,24.95,75,Nintendo DS,E,2007
643,Ben 10: Protector of the Earth,1,Action,,0.19,16.95,60,Sony PSP,T,2007
644,Tom Clancy's Splinter Cell: Double Agent,1,"Action,Strategy",Ubisoft,0.19,22.95,78,PlayStation 3,M,2007
645,Looney Tunes: Acme Arsenal,1,Action,,0.19,14.95,27,Nintendo Wii,T,2007
646,Zack & Wiki: Quest for Barbaros' Treasure,1,Adventure,Capcom,0.19,17.95,87,Nintendo Wii,E,2007
647,Monster Jam,4,Sports,Activision,0.18,17.95,43,X360,M,2007
648,Virtua Fighter 5,2,Action,Sega,0.18,17.95,89,X360,E,2007
649,Lunar Knights,1,Action,Konami,0.18,16.95,82,Nintendo DS,T,2007
650,Enchanted Arms,1,Role-Playing (RPG),Ubisoft,0.18,17.95,64,PlayStation 3,E,2007
651,F.E.A.R.: First Encounter Assault Recon,1,Action,,0.18,17.95,72,PlayStation 3,T,2007
652,Folklore,1,"Action,Role-Playing (RPG)",Sony,0.18,24.95,75,PlayStation 3,E,2007
653,Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,0.18,17.95,71,PlayStation 3,T,2007
654,The Elder Scrolls IV: Shivering Isles,1,"Action,Role-Playing (RPG)",,0.18,24.95,86,X360,E,2007
655,NHL 08,7,Sports,EA,0.17,9.95,86,PlayStation 3,T,2007
656,NCAA 07 March Madness,4,Sports,EA,0.17,7.95,67,X360,E,2007
657,Rayman Raving Rabbids,4,Action,Ubisoft,0.17,16.95,67,X360,M,2007
658,Viva Pi$?ata: Party Animals,4,Racing / Driving,Microsoft,0.17,14.95,56,X360,T,2007
659,Warriors Orochi,2,"Action,Role-Playing (RPG)",,0.17,19.95,53,X360,E,2007
660,Luminous Arc,1,"Role-Playing (RPG),Strategy",,0.17,24.95,70,Nintendo DS,T,2007
661,Picross DS,1,Strategy,Nintendo,0.17,17.95,83,Nintendo DS,E,2007
662,Harry Potter and the Order of the Phoenix,1,Action,EA,0.17,17.95,67,PlayStation 3,E,2007
663,College Hoops 2K7,6,Sports,2K,0.16,6.95,81,PlayStation 3,E,2007
664,The BIGS,4,"Action,Simulation,Sports",2K,0.16,22.95,80,PlayStation 3,T,2007
665,Stuntman: Ignition,4,"Action,Racing / Driving",THQ,0.16,16.95,76,PlayStation 3,E,2007
666,Mortal Kombat: Armageddon,4,"Action,Racing / Driving",Midway,0.16,24.95,71,Nintendo Wii,E,2007
667,Def Jam: Icon,2,Action,EA,0.16,16.95,68,PlayStation 3,E,2007
668,Soulcalibur Legends,2,Action,Namco,0.16,16.95,52,Nintendo Wii,E,2007
669,Surf's Up,2,Sports,Ubisoft,0.16,16.95,64,Nintendo Wii,T,2007
670,Planet Puzzle League,1,Strategy,Nintendo,0.16,17.95,86,Nintendo DS,E,2007
671,DiRT,1,"Racing / Driving,Simulation,Sports",,0.16,17.95,83,PlayStation 3,E,2007
672,TMNT,1,Action,Ubisoft,0.16,17.95,60,Nintendo Wii,E,2007
673,Soldier of Fortune: Payback,1,Action,Activision,0.16,13.95,50,X360,M,2007
674,Dynasty Warriors: Gundam,2,Action,Namco,0.15,22.95,60,PlayStation 3,E,2007
675,Disney Pirates of the Caribbean: At World's End,2,Action,Disney,0.15,14.95,55,PlayStation 3,M,2007
676,Bee Movie Game,2,Action,Activision,0.15,12.95,71,X360,T,2007
677,Dynasty Warriors: Gundam,2,Action,Namco,0.15,22.95,55,X360,M,2007
678,Golden Axe,2,Action,Sega,0.15,14.95,45,X360,M,2007
679,Dementium: The Ward,1,Action,,0.15,17.95,72,Nintendo DS,M,2007
680,Rondo of Swords,1,"Role-Playing (RPG),Strategy",,0.15,19.95,69,Nintendo DS,E,2007
681,Disgaea: Afternoon of Darkness,1,"Role-Playing (RPG),Strategy",,0.15,17.95,87,Sony PSP,M,2007
682,NASCAR 08,1,"Racing / Driving,Sports",EA,0.15,14.95,57,PlayStation 3,M,2007
683,Dragon Quest Swords: The Masked Queen and the T...,1,Action,SquareEnix,0.15,16.95,65,Nintendo Wii,T,2007
684,Call of Juarez,1,Action,Ubisoft,0.15,14.95,71,X360,E,2007
685,College Hoops 2K8,1,Sports,2K,0.15,9.95,81,X360,M,2007
686,Eternal Sonata,1,Role-Playing (RPG),Namco,0.15,27.95,79,X360,M,2007
687,Kingdom Under Fire: Circle of Doom,1,"Action,Role-Playing (RPG)",Microsoft,0.15,14.95,55,X360,E,2007
688,Vampire Rain,1,Action,Microsoft,0.15,11.95,38,X360,T,2007
689,All-Pro Football 2K8,6,Sports,2K,0.14,9.95,73,PlayStation 3,T,2007
690,Mercury Meltdown,2,Strategy,,0.14,12.95,77,Nintendo Wii,E,2007
691,Conan,1,"Action,Adventure",THQ,0.14,17.95,69,PlayStation 3,E,2007
692,Godzilla: Unleashed,1,Action,Atari,0.14,24.95,44,Nintendo Wii,E,2007
693,NBA Live 08,1,Sports,EA,0.14,14.95,52,Nintendo Wii,M,2007
694,Conan,1,"Action,Adventure",THQ,0.14,14.95,69,X360,E,2007
695,Spider-Man: Friend or Foe,2,Action,Activision,0.13,17.95,59,Nintendo Wii,T,2007
696,College Hoops 2K8,7,Sports,2K,0.12,12.95,82,PlayStation 3,M,2007
697,NBA 08,4,Sports,Sony,0.12,9.95,63,PlayStation 3,M,2007
698,Thrillville: Off the Rails,4,"Simulation,Strategy",,0.12,17.95,73,X360,E,2007
699,Geometry Wars: Galaxies,1,Action,,0.12,14.95,79,Nintendo DS,T,2007
700,Rayman Raving Rabbids,1,Action,Ubisoft,0.12,17.95,56,Nintendo DS,M,2007
701,WordJong,1,Strategy,,0.12,17.95,77,Nintendo DS,M,2007
702,"Warhammer 40,000: Squad Command",1,Strategy,THQ,0.12,17.95,67,Sony PSP,T,2007
703,Beowulf: The Game,1,Action,Ubisoft,0.12,12.95,51,PlayStation 3,T,2007
704,The Golden Compass,1,Action,Sega,0.12,12.95,40,PlayStation 3,M,2007
705,Scarface: The World is Yours,1,"Action,Racing / Driving",,0.12,22.95,71,Nintendo Wii,M,2007
706,Hot Wheels: Beat That!,1,"Action,Racing / Driving",Activision,0.12,19.95,43,X360,T,2007
707,NHL 2K8 ,1,Sports,2K,0.12,6.95,71,X360,T,2007
708,NBA Street Homecourt,4,Sports,EA,0.11,14.95,81,PlayStation 3,E,2007
709,Geometry Wars: Galaxies,2,Action,,0.11,16.95,80,Nintendo Wii,T,2007
710,Final Fantasy: Crystal Chronicles - Echoes of Time,1,Action,SquareEnix,0.11,24.95,75,Nintendo DS,T,2007
711,Godzilla Unleashed: Double Smash,1,Action,Atari,0.11,17.95,28,Nintendo DS,T,2007
712,MX vs. ATV Untamed,1,Racing / Driving,THQ,0.11,17.95,61,Nintendo DS,E,2007
713,WWE SmackDown vs. Raw 2008,1,Sports,THQ,0.11,14.95,61,Nintendo DS,T,2007
714,The BIGS,1,"Action,Simulation,Sports",2K,0.11,16.95,72,Sony PSP,M,2007
715,Brave Story: New Traveler,1,Role-Playing (RPG),,0.11,17.95,76,Sony PSP,T,2007
716,WipEout Pulse,1,"Action,Racing / Driving",Sony,0.11,16.95,82,Sony PSP,T,2007
717,TimeShift,1,Action,,0.11,16.95,70,PlayStation 3,M,2007
718,Star Trek: Conquest,1,"Action,Strategy",,0.11,27.95,49,Nintendo Wii,T,2007
719,Beautiful Katamari,1,Action,Namco,0.11,17.95,73,X360,M,2007
720,Hour of Victory,1,Action,Midway,0.11,12.95,37,X360,M,2007
721,Fantastic Four: Rise of the Silver Surfer,4,Action,2K,0.1,14.95,47,PlayStation 3,M,2007
722,SEGA Rally Revo,2,"Racing / Driving,Simulation",Sega,0.1,14.95,77,X360,E,2007
723,7 Wonders of the Ancient World,1,Strategy,,0.1,17.95,60,Nintendo DS,T,2007
724,Draglade,1,Action,,0.1,16.95,71,Nintendo DS,M,2007
725,Final Fantasy Fables: Chocobo Tales,1,Action,SquareEnix,0.1,17.95,75,Nintendo DS,M,2007
726,Marvel Trading Card Game,1,Strategy,Konami,0.1,16.95,61,Nintendo DS,M,2007
727,Crazy Taxi: Fare Wars,1,"Action,Racing / Driving",Sega,0.1,17.95,64,Sony PSP,E,2007
728,The Golden Compass,1,Action,Sega,0.1,14.95,28,Sony PSP,E,2007
729,Harry Potter and the Order of the Phoenix,1,Action,EA,0.1,16.95,52,Sony PSP,E,2007
730,Bladestorm: The Hundred Years' War,1,"Action,Role-Playing (RPG),Strategy",,0.1,44.95,58,PlayStation 3,E,2007
731,Surf's Up,4,Sports,Ubisoft,0.09,17.95,61,X360,E,2007
732,Blazing Angels 2: Secret Missions of WWII,2,Action,Ubisoft,0.09,16.95,72,X360,M,2007
733,InuYasha: Secret of the Divine Jewel,1,Role-Playing (RPG),Namco,0.09,24.95,46,Nintendo DS,T,2007
734,The Settlers,1,Strategy,Ubisoft,0.09,17.95,39,Nintendo DS,T,2007
735,Shrek the Third,1,Action,Activision,0.09,22.95,57,Sony PSP,T,2007
736,Ratatouille,1,Action,THQ,0.09,17.95,55,PlayStation 3,T,2007
737,Soldier of Fortune: Payback,1,Action,Activision,0.09,14.95,50,PlayStation 3,E,2007
738,Heatseeker,1,Action,,0.09,17.95,62,Nintendo Wii,T,2007
739,NHL 2K8,7,Sports,,0.08,9.95,74,PlayStation 3,E,2007
740,NCAA March Madness 08,4,Sports,EA,0.08,12.95,67,PlayStation 3,E,2007
741,Fantastic Four: Rise of the Silver Surfer,4,Action,2K,0.08,14.95,45,X360,E,2007
742,Monster Madness: Battle for Suburbia,4,Action,,0.08,14.95,55,X360,E,2007
743,Pro Evolution Soccer 2008,4,Sports,Konami,0.08,14.95,76,X360,M,2007
744,Blazing Angels 2: Secret Missions of WWII,2,Action,Ubisoft,0.08,22.95,70,PlayStation 3,T,2007
745,Cake Mania,1,Action,,0.08,16.95,55,Nintendo DS,M,2007
746,River King: Mystic Valley,1,"Adventure,Simulation,Sports",,0.08,24.95,54,Nintendo DS,T,2007
747,Touch Detective 2 1/2,1,Adventure,,0.08,14.95,67,Nintendo DS,T,2007
748,7 Wonders of the Ancient World,1,Strategy,,0.08,17.95,51,Sony PSP,E,2007
749,Brooktown High,1,Simulation,Konami,0.08,16.95,51,Sony PSP,T,2007
750,Crush,1,Action,Sega,0.08,16.95,83,Sony PSP,E,2007
751,Jackass: The Game,1,Action,,0.08,17.95,58,Sony PSP,E,2007
752,The Sims 2: Castaway,1,Simulation,EA,0.08,17.95,64,Sony PSP,T,2007
753,Test Drive Unlimited,1,Racing / Driving,Atari,0.08,17.95,80,Sony PSP,M,2007
754,Thrillville: Off the Rails,1,"Simulation,Strategy",,0.08,16.95,72,Sony PSP,T,2007
755,Victorious Boxers: Revolution,1,"Action,Simulation,Sports",Ubisoft,0.08,24.95,59,Nintendo Wii,E,2007
756,Bladestorm: The Hundred Years' War,1,"Action,Role-Playing (RPG),Strategy",,0.08,34.95,63,X360,T,2007
757,Looney Tunes: Acme Arsenal,4,Action,,0.07,17.95,40,X360,M,2007
758,SEGA Rally Revo,2,"Racing / Driving,Simulation",Sega,0.07,16.95,75,PlayStation 3,T,2007
759,Death Jr. and the Science Fair of Doom,1,Action,Konami,0.07,12.95,47,Nintendo DS,M,2007
760,Indianapolis 500 Legends,1,Racing / Driving,,0.07,16.95,51,Nintendo DS,T,2007
761,Worms: Open Warfare 2,1,"Action,Strategy",THQ,0.07,17.95,81,Nintendo DS,E,2007
762,Alien Syndrome,1,Action,Sega,0.07,12.95,51,Sony PSP,E,2007
763,BlackSite: Area 51,1,Action,Midway,0.07,17.95,56,PlayStation 3,E,2007
764,Code Lyoko: Quest for Infinity,1,Action,,0.07,17.95,58,Nintendo Wii,T,2007
765,Super Swing Golf Season 2,1,Sports,,0.07,19.95,70,Nintendo Wii,M,2007
766,FlatOut: Ultimate Carnage,1,Racing / Driving,,0.07,16.95,80,X360,E,2007
767,Zoids Assault,1,"Role-Playing (RPG),Strategy",,0.07,17.95,46,X360,M,2007
768,Alien Syndrome,4,Action,Sega,0.06,12.95,48,Nintendo Wii,E,2007
769,Tetris Evolution,4,Strategy,THQ,0.06,17.95,52,X360,T,2007
770,Heroes of Mana,1,Strategy,SquareEnix,0.06,24.95,66,Nintendo DS,T,2007
771,Myst,1,Adventure,Midway,0.06,24.95,43,Nintendo DS,E,2007
772,Coded Arms: Contagion,1,Action,Konami,0.06,14.95,56,Sony PSP,E,2007
773,King of Clubs,1,Sports,,0.06,14.95,35,Nintendo Wii,E,2007
774,F.E.A.R. Files,1,Action,,0.06,17.95,66,X360,E,2007
775,Ontamarama,1,Action,,0.05,17.95,71,Nintendo DS,M,2007
776,Retro Game Challenge,1,"Action,Racing / Driving,Role-Playing (RPG)",Namco,0.05,17.95,77,Nintendo DS,T,2007
777,Ultimate Mortal Kombat 3,1,Action,Midway,0.05,23.95,73,Nintendo DS,E,2007
778,"Warhammer 40,000: Squad Command",1,Strategy,THQ,0.05,17.95,57,Nintendo DS,T,2007
779,Juiced 2: Hot Import Nights,1,Racing / Driving,THQ,0.05,16.95,73,Sony PSP,E,2007
780,Pursuit Force: Extreme Justice,1,"Action,Racing / Driving",Sony,0.05,14.95,73,Sony PSP,E,2007
781,Medal of Honor: Vanguard,1,Action,EA,0.05,17.95,56,Nintendo Wii,T,2007
782,World Series of Poker 2008: Battle for the Brac...,1,Simulation,Activision,0.05,19.95,74,X360,E,2007
783,Pro Evolution Soccer 2008,7,Sports,Konami,0.04,17.95,74,PlayStation 3,E,2007
784,Worms: Open Warfare 2,4,"Action,Strategy",THQ,0.04,17.95,80,Sony PSP,T,2007
785,Surf's Up,4,Sports,Ubisoft,0.04,17.95,59,PlayStation 3,E,2007
786,Fantastic Four: Rise of the Silver Surfer,4,Action,2K,0.04,12.95,39,Nintendo Wii,E,2007
787,Brothers in Arms DS,1,Action,Ubisoft,0.04,17.95,72,Nintendo DS,E,2007
788,Bubble Bobble Double Shot,1,Action,,0.04,17.95,50,Nintendo DS,E,2007
789,Fantastic Four: Rise of the Silver Surfer,1,Action,2K,0.04,14.95,35,Nintendo DS,E,2007
790,Zendoku,1,"Role-Playing (RPG),Strategy",Eidos,0.04,16.95,68,Nintendo DS,E,2007
791,Heatseeker,1,Action,,0.04,12.95,49,Sony PSP,T,2007
792,Manhunt 2,1,Action,Rockstar,0.04,7.95,69,Sony PSP,T,2007
793,SWAT: Target Liberty,1,"Action,Strategy",,0.04,12.95,50,Sony PSP,E,2007
794,Anubis II,1,Action,,0.04,9.95,19,Nintendo Wii,M,2007
795,Barnyard,1,"Action,Adventure",THQ,0.04,17.95,65,Nintendo Wii,T,2007
796,Escape from Bug Island,1,Action,Eidos,0.04,14.95,37,Nintendo Wii,T,2007
797,Octomania,1,"Action,Strategy",,0.04,14.95,66,Nintendo Wii,M,2007
798,Cabela's Big Game Hunter,1,"Simulation,Sports",Activision,0.04,19.95,51,X360,E,2007
799,UEFA Champions League 2006-2007,4,Sports,EA,0.03,6.95,72,X360,T,2007
800,Aliens Vs Predator: Requiem,2,Action,,0.03,17.95,49,Sony PSP,T,2007
801,NBA 08,2,Sports,Sony,0.03,7.95,75,Sony PSP,E,2007
802,Guilty Gear XX ? Core,2,Action,,0.03,24.95,75,Nintendo Wii,E,2007
803,Arkanoid DS,1,Strategy,SquareEnix,0.03,16.95,61,Nintendo DS,E,2007
804,Code Lyoko,1,"Action,Adventure",,0.03,11.95,63,Nintendo DS,T,2007
805,Dynasty Warriors DS: Fighter's Battle,1,"Action,Strategy",,0.03,14.95,56,Nintendo DS,T,2007
806,Orcs & Elves,1,"Action,Role-Playing (RPG)",EA,0.03,14.95,68,Nintendo DS,T,2007
807,Prism: Light the Way,1,"Action,Strategy",Eidos,0.03,16.95,73,Nintendo DS,T,2007
808,Dead Head Fred,1,Action,,0.03,12.95,75,Sony PSP,E,2007
809,Hot Pixel,1,Action,Atari,0.03,8.95,55,Sony PSP,T,2007
810,The Legend of Heroes III: Song of the Ocean,1,Role-Playing (RPG),Namco,0.03,17.95,58,Sony PSP,T,2007
811,SEGA Rally Revo,1,"Racing / Driving,Simulation",Sega,0.03,16.95,74,Sony PSP,T,2007
812,Bionicle Heroes,1,Action,Eidos,0.03,17.95,52,Nintendo Wii,T,2007
813,Burnout Dominator,4,"Action,Racing / Driving",EA,0.02,17.95,76,Sony PSP,T,2007
814,Samurai Warriors 2: Empires,2,"Action,Role-Playing (RPG),Strategy",,0.02,19.95,53,X360,E,2007
815,Meteos: Disney Magic,1,Strategy,Disney,0.02,12.95,74,Nintendo DS,T,2007
816,Turn It Around,1,"Racing / Driving,Sports",,0.02,9.95,39,Nintendo DS,E,2007
817,Cube,1,Strategy,,0.02,17.95,60,Sony PSP,T,2007
818,Dragoneer's Aria,1,Role-Playing (RPG),,0.02,24.95,56,Sony PSP,E,2007
819,The Fast and the Furious,1,Racing / Driving,Namco,0.02,22.95,58,Sony PSP,M,2007
820,R-Type Command,1,Strategy,,0.02,14.95,69,Sony PSP,M,2007
821,Virtua Tennis 3,1,Sports,Sega,0.02,16.95,79,Sony PSP,M,2007
822,Virtua Tennis 3,4,Sports,Sega,0.01,14.95,80,X360,T,2007
823,Front Mission,1,Strategy,SquareEnix,0.01,17.95,72,Nintendo DS,E,2007
824,Lost in Blue 2,1,Role-Playing (RPG),Konami,0.01,17.95,58,Nintendo DS,T,2007
825,Nervous Brickdown,1,Action,,0.01,17.95,70,Nintendo DS,E,2007
826,Sea Monsters: A Prehistoric Adventure,1,"Action,Educational",,0.01,13.95,43,Nintendo DS,T,2007
827,After Burner: Black Falcon,1,Action,Sega,0.01,19.95,73,Sony PSP,M,2007
828,Capcom Puzzle World,1,Strategy,Capcom,0.01,19.95,65,Sony PSP,M,2007
829,Puzzle Quest: Challenge of the Warlords,1,"Role-Playing (RPG),Strategy",,0.01,17.95,84,Sony PSP,T,2007
830,Smash Court Tennis 3,1,Sports,Namco,0.01,19.95,68,Sony PSP,T,2007
831,UEFA Champions League 2006-2007,1,Sports,EA,0.01,14.95,71,Sony PSP,T,2007
832,Driver: Parallel Lines,1,"Action,Racing / Driving",Ubisoft,0.01,24.95,59,Nintendo Wii,E,2007
833,Mario Kart Wii,4,Racing / Driving,Nintendo,12.39,29.95,82,Nintendo Wii,T,2008
834,Grand Theft Auto IV,1,"Action,Racing / Driving",Rockstar,5.76,24.95,98,X360,E,2008
835,Super Smash Bros.: Brawl,6,Action,Nintendo,5.71,39.95,93,Nintendo Wii,T,2008
836,Call of Duty: World at War,4,Action,Activision,4.58,29.95,84,X360,E,2008
837,Grand Theft Auto IV,1,"Action,Racing / Driving",Rockstar,3.91,24.95,98,PlayStation 3,E,2008
838,Gears of War 2,2,Action,Microsoft,3.9,24.95,93,X360,E,2008
839,Pokmon: Platinum Version,1,"Adventure,Role-Playing (RPG)",Nintendo,2.86,27.95,83,Nintendo DS,T,2008
840,Metal Gear Solid 4: Guns of the Patriots,1,Action,Konami,2.58,22.95,94,PlayStation 3,T,2008
841,Fable II,1,Role-Playing (RPG),Microsoft,2.55,17.95,89,X360,E,2008
842,Call of Duty: World at War,4,Action,Activision,2.53,29.95,85,PlayStation 3,T,2008
843,Guitar Hero: World Tour,4,"Action,Simulation",Activision,2.47,17.95,86,Nintendo Wii,T,2008
844,LittleBigPlanet,4,Action,Sony,2.46,24.95,95,PlayStation 3,T,2008
845,Fallout 3,1,"Action,Role-Playing (RPG)",,2.44,17.95,93,X360,T,2008
846,LEGO Indiana Jones: The Original Adventures,2,Action,,2.42,9.95,77,X360,M,2008
847,Left 4 Dead,2,Action,,2.39,19.95,89,X360,M,2008
848,Madden NFL 09,4,Sports,EA,2.33,14.95,83,X360,T,2008
849,Guitar Hero: On Tour,1,"Action,Simulation",Activision,2.22,14.95,71,Nintendo DS,M,2008
850,Kung Fu Panda,4,Action,Activision,2.04,9.95,75,X360,E,2008
