,title,max_players,genres,publisher,sales_metric,price,review_raiting,console,age_raiting,year
0,Super Mario 64 DS,1,Action,Nintendo,4.69,24.95,85,Nintendo DS,E,2004
1,Lumines: Puzzle Fusion,1,Strategy,Ubisoft,0.56,14.95,89,Sony PSP,E,2004
2,WarioWare Touched!,2,"Action,Racing / Driving,Sports",Nintendo,0.54,22.95,81,Nintendo DS,E,2004
3,Hot Shots Golf: Open Tee,1,Sports,Sony,0.49,12.95,81,Sony PSP,E,2004
4,Spider-Man 2,1,Action,Activision,0.45,14.95,61,Nintendo DS,E,2004
5,The Urbz: Sims in the City,1,Simulation,EA,0.41,12.95,67,Nintendo DS,M,2004
6,Ridge Racer,1,Racing / Driving,Namco,0.36,19.95,88,Sony PSP,E,2004
7,Metal Gear Ac!d,1,Strategy,Konami,0.34,17.95,75,Sony PSP,E,2004
8,Madden NFL 2005,1,Sports,EA,0.25,8.95,68,Nintendo DS,T,2004
9,Pokmon Dash,1,Racing / Driving,Nintendo,0.22,24.95,46,Nintendo DS,T,2004
10,Dynasty Warriors,1,"Action,Adventure,Role-Playing (RPG)",,0.2,14.95,62,Sony PSP,E,2004
11,Feel the Magic XY/XX,1,"Action,Adventure,Racing / Driving,Sports",Sega,0.16,8.95,75,Nintendo DS,T,2004
12,Ridge Racer DS,1,Racing / Driving,Namco,0.15,9.95,63,Nintendo DS,E,2004
13,Darkstalkers Chronicle: The Chaos Tower,1,Action,Capcom,0.14,14.95,74,Sony PSP,E,2004
14,Ape Escape Academy,4,"Action,Sports",Sony,0.13,14.95,51,Sony PSP,E,2004
15,Polarium,1,Strategy,Nintendo,0.12,8.95,73,Nintendo DS,E,2004
16,Asphalt: Urban GT,1,"Racing / Driving,Simulation",Ubisoft,0.11,14.95,60,Nintendo DS,E,2004
17,Zoo Keeper,1,Action,,0.1,14.95,74,Nintendo DS,T,2004
18,Mr. DRILLER: Drill Spirits,1,Action,Namco,0.09,14.95,72,Nintendo DS,T,2004
19,Sprung,1,Adventure,Ubisoft,0.06,8.95,48,Nintendo DS,E,2004
20,Armored Core: Formula Front - Extreme Battle,1,"Action,Strategy",,0.05,16.95,66,Sony PSP,E,2004
21,Puyo Pop Fever,1,"Action,Strategy",Sega,0.04,19.95,76,Nintendo DS,E,2004
22,Mario Kart DS,1,Racing / Driving,Nintendo,9.99,29.95,91,Nintendo DS,E,2005
23,Nintendogs,1,Simulation,Nintendo,9.72,26.95,83,Nintendo DS,E,2005
24,Brain Age: Train Your Brain in Minutes a Day!,1,Action,Nintendo,5.07,17.95,77,Nintendo DS,M,2005
25,Brain Agey: More Training in Minutes a Day!,1,Action,Nintendo,3.65,17.95,77,Nintendo DS,E,2005
26,Grand Theft Auto: Liberty City Stories,1,"Action,Racing / Driving","Capcom,Rockstar",2.97,17.95,88,Sony PSP,E,2005
27,Animal Crossing: Wild World,1,Simulation,Nintendo,2.6,24.95,86,Nintendo DS,T,2005
28,Big Brain Academy,1,Action,Nintendo,1.77,16.95,74,Nintendo DS,E,2005
29,Call of Duty 2,4,Action,"Activision,Konami",1.69,17.95,89,X360,E,2005
30,Midnight Club 3: DUB Edition,1,Racing / Driving,Rockstar,1.69,14.95,74,Sony PSP,T,2005
31,Need for Speed: Most Wanted 5-1-0,1,Racing / Driving,EA,1.67,14.95,72,Sony PSP,M,2005
32,Pokmon Mystery Dungeon: Blue Rescue Team,1,Role-Playing (RPG),Nintendo,1.22,14.95,62,Nintendo DS,T,2005
33,Sonic Rush,1,Action,Sega,1.2,14.95,82,Nintendo DS,E,2005
34,Star Wars: Battlefront II,1,Action,,1.09,16.95,69,Sony PSP,E,2005
35,SOCOM: U.S. Navy SEALs - Fireteam Bravo,1,Action,Sony,1.07,14.95,82,Sony PSP,E,2005
36,Need for Speed: Most Wanted,2,Racing / Driving,EA,0.95,17.95,83,X360,E,2005
37,Zoo Tycoon DS,1,"Simulation,Strategy",THQ,0.92,12.95,44,Nintendo DS,T,2005
38,The Sims 2,1,"Role-Playing (RPG),Simulation",EA,0.83,17.95,70,Nintendo DS,M,2005
39,Mario & Luigi: Partners in Time,1,"Action,Role-Playing (RPG)",Nintendo,0.75,29.95,86,Nintendo DS,E,2005
40,Madden NFL 06,1,Sports,EA,0.75,7.95,75,Sony PSP,E,2005
41,Need for Speed Underground: Rivals,4,Racing / Driving,EA,0.73,17.95,74,Sony PSP,E,2005
42,Twisted Metal: Head-On,1,"Action,Racing / Driving",Sony,0.73,14.95,79,Sony PSP,E,2005
43,Perfect Dark Zero,4,Action,Microsoft,0.7,17.95,79,X360,E,2005
44,Super Monkey Ball: Touch & Roll,1,Action,Sega,0.7,15.95,63,Nintendo DS,T,2005
45,Super Princess Peach,1,Action,Nintendo,0.7,29.95,75,Nintendo DS,T,2005
46,Burnout Legends,1,"Action,Racing / Driving",EA,0.68,14.95,86,Sony PSP,T,2005
47,Madden NFL 06,2,Sports,EA,0.62,4.95,74,X360,E,2005
48,Clubhouse Games,1,Strategy,Nintendo,0.61,17.95,83,Nintendo DS,E,2005
49,ATV Offroad Fury: Blazin' Trails,4,"Racing / Driving,Sports",Sony,0.56,12.95,63,Sony PSP,T,2005
50,Untold Legends: Brotherhood of the Blade,1,"Action,Role-Playing (RPG)","Activision,Sony",0.56,12.95,68,Sony PSP,M,2005
51,Tony Hawk's Underground 2: Remix,1,Sports,Activision,0.49,14.95,83,Sony PSP,T,2005
52,The Sims 2,1,"Simulation,Strategy",EA,0.46,14.95,65,Sony PSP,T,2005
53,WipEout Pure,1,"Action,Racing / Driving",Sony,0.45,12.95,88,Sony PSP,E,2005
54,NBA Live 06,1,Sports,EA,0.42,9.95,80,Sony PSP,E,2005
55,WWE Smackdown vs. Raw 2006,4,"Action,Sports",THQ,0.38,14.95,81,Sony PSP,T,2005
56,Dead or Alive 4,4,Action,,0.38,17.95,85,X360,E,2005
57,Phoenix Wright: Ace Attorney,1,"Adventure,Simulation",Capcom,0.38,24.95,81,Nintendo DS,E,2005
58,Spider-Man 2,1,Action,Activision,0.38,14.95,67,Sony PSP,M,2005
59,NFL Street 2,4,Sports,EA,0.37,17.95,73,Sony PSP,T,2005
60,Kirby: Canvas Curse,1,Action,Nintendo,0.37,17.95,86,Nintendo DS,T,2005
61,Battlefield 2: Modern Combat,4,Action,EA,0.36,16.95,77,X360,E,2005
62,Yoshi Touch & Go,1,Action,Nintendo,0.36,17.95,73,Nintendo DS,T,2005
63,Tiger Woods PGA Tour 06,4,Sports,EA,0.33,9.95,71,X360,T,2005
64,Condemned: Criminal Origins,1,"Action,Adventure",Sega,0.33,14.95,81,X360,E,2005
65,Peter Jackson's King Kong: The Official Game of...,2,Action,Ubisoft,0.32,14.95,80,X360,T,2005
66,Castlevania: Dawn of Sorrow,1,"Action,Role-Playing (RPG)",Konami,0.31,17.95,89,Nintendo DS,T,2005
67,SpongeBob SquarePants: The Yellow Avenger,1,Action,THQ,0.31,13.95,67,Nintendo DS,E,2005
68,Marvel Nemesis: Rise of the Imperfects ,1,Action,EA,0.31,17.95,58,Sony PSP,T,2005
69,Kameo: Elements of Power,1,Action,Microsoft,0.31,11.95,79,X360,T,2005
70,Advance Wars: Dual Strike,1,Strategy,Nintendo,0.3,17.95,90,Nintendo DS,T,2005
71,Trauma Center: Under the Knife,1,"Action,Simulation",Nintendo,0.3,15.95,81,Nintendo DS,T,2005
72,Coded Arms,1,Action,Konami,0.3,12.95,59,Sony PSP,M,2005
73,NBA LIVE 06 ,1,Sports,EA,0.29,4.95,64,X360,E,2005
74,Tony Hawk's American Wasteland,1,Sports,Activision,0.29,14.95,75,X360,E,2005
75,Star Wars: Episode III - Revenge of the Sith,1,Action,Ubisoft,0.28,16.95,73,Nintendo DS,E,2005
76,Capcom Classics Collection Remixed,1,Action,Capcom,0.28,17.95,72,Sony PSP,E,2005
77,Madagascar,1,Adventure,Activision,0.27,14.95,66,Nintendo DS,E,2005
78,X-Men: Legends II - Rise of Apocalypse,1,"Action,Role-Playing (RPG)",Activision,0.27,17.95,84,Sony PSP,M,2005
79,Quake 4,1,Action,Activision,0.27,14.95,75,X360,E,2005
80,Pokmon Trozei!,1,Strategy,Nintendo,0.26,19.95,74,Nintendo DS,E,2005
81,Need for Speed: Most Wanted,1,Racing / Driving,EA,0.25,15.95,45,Nintendo DS,E,2005
82,Mega Man Maverick Hunter X,1,Action,Capcom,0.25,17.95,79,Sony PSP,E,2005
83,Metroid Prime Pinball,1,"Action,Simulation",Nintendo,0.22,17.95,79,Nintendo DS,E,2005
84,NBA 06,1,Sports,Sony,0.22,9.95,72,Sony PSP,E,2005
85,GUN ,1,"Action,Racing / Driving,Role-Playing (RPG)",Activision,0.22,19.95,75,X360,E,2005
86,NBA 2K6 ,1,Sports,2K,0.22,4.95,81,X360,E,2005
87,Pinball Hall of Fame: The Gottlieb Collection,4,Action,,0.21,9.95,73,Sony PSP,T,2005
88,Harry Potter and the Goblet of Fire,1,Action,EA,0.21,17.95,68,Nintendo DS,T,2005
89,Tony Hawk's American Sk8land,1,Sports,Activision,0.21,16.95,84,Nintendo DS,E,2005
90,MVP Baseball,1,Sports,EA,0.21,4.95,67,Sony PSP,M,2005
91,Tiger Woods PGA Tour,1,Sports,EA,0.21,17.95,78,Sony PSP,E,2005
92,World Series of Poker,1,"Sports,Strategy",Activision,0.21,14.95,37,Sony PSP,E,2005
93,SSX on Tour,1,Sports,EA,0.2,16.95,79,Sony PSP,E,2005
94,Tiger Woods PGA Tour 06,1,Sports,EA,0.2,9.95,80,Sony PSP,T,2005
95,Death Jr.,1,Action,Konami,0.19,9.95,61,Sony PSP,M,2005
96,Harry Potter and the Goblet of Fire,1,Action,EA,0.19,17.95,70,Sony PSP,T,2005
97,MediEvil Resurrection,1,Action,Sony,0.19,17.95,66,Sony PSP,T,2005
98,"The Chronicles of Narnia: The Lion, the Witch a...",1,"Action,Role-Playing (RPG)",,0.18,12.95,65,Nintendo DS,T,2005
99,Shrek SuperSlam,1,Action,Activision,0.18,11.95,56,Nintendo DS,E,2005
100,Virtua Tennis: World Tour,1,Sports,Sega,0.18,14.95,84,Sony PSP,M,2005
101,Prince of Persia: Revelations,1,Action,Ubisoft,0.17,6.95,65,Sony PSP,E,2005
102,Burnout Legends,1,"Action,Racing / Driving",EA,0.16,17.95,38,Nintendo DS,E,2005
103,Meteos,1,Strategy,Nintendo,0.16,15.95,88,Nintendo DS,E,2005
104,Spyro: Shadow Legacy,1,Role-Playing (RPG),,0.15,17.95,50,Nintendo DS,E,2005
105,The Con,1,Action,Sony,0.15,8.95,63,Sony PSP,E,2005
106,Infected,1,Action,,0.15,17.95,74,Sony PSP,E,2005
107,Pursuit Force,1,"Action,Racing / Driving",Sony,0.14,14.95,75,Sony PSP,M,2005
108,Kingdom of Paradise,2,"Action,Role-Playing (RPG)",Sony,0.13,12.95,72,Sony PSP,E,2005
109,Dragon Ball Z: Supersonic Warriors 2,1,Action,Atari,0.13,22.95,66,Nintendo DS,E,2005
110,Dragon Quest Heroes: Rocket Slime,1,Action,SquareEnix,0.13,12.95,83,Nintendo DS,T,2005
111,Dead to Rights: Reckoning,1,Action,Namco,0.13,14.95,54,Sony PSP,E,2005
112,Amped 3,1,Sports,2K,0.13,14.95,72,X360,E,2005
113,Break 'em All,1,Action,,0.12,17.95,68,Nintendo DS,T,2005
114,Lunar: Dragon Song,1,Role-Playing (RPG),Ubisoft,0.12,14.95,59,Nintendo DS,M,2005
115,Madden NFL 06,1,Sports,EA,0.12,9.95,66,Nintendo DS,E,2005
116,Retro Atari Classics,1,"Action,Racing / Driving,Simulation",Atari,0.12,12.95,51,Nintendo DS,E,2005
117,True Swing Golf,1,Sports,Nintendo,0.12,14.95,66,Nintendo DS,E,2005
118,FIFA Soccer,1,Sports,EA,0.12,14.95,73,Sony PSP,E,2005
119,Metal Gear Ac!d 2,1,Strategy,Konami,0.12,12.95,80,Sony PSP,E,2005
120,ATV Quad Frenzy,1,"Racing / Driving,Sports",,0.11,14.95,35,Nintendo DS,T,2005
121,Bomberman,1,Strategy,Ubisoft,0.11,17.95,75,Nintendo DS,E,2005
122,GoldenEye: Rogue Agent,1,Action,EA,0.11,14.95,58,Nintendo DS,T,2005
123,Need for Speed Underground 2,1,Racing / Driving,EA,0.11,22.95,65,Nintendo DS,T,2005
124,Frogger: Helmet Chaos,1,Action,Konami,0.11,19.95,66,Sony PSP,E,2005
125,The Lord of the Rings: Tactics,1,"Role-Playing (RPG),Strategy",EA,0.11,19.95,64,Sony PSP,M,2005
126,Rengoku: The Tower of Purgatory,1,"Action,Role-Playing (RPG)",Konami,0.11,12.95,43,Sony PSP,E,2005
127,Gretzky NHL,2,Sports,Sony,0.1,9.95,61,Sony PSP,E,2005
128,Ridge Racer 6,2,Racing / Driving,"EA,Namco",0.1,14.95,74,X360,E,2005
129,Ford Racing 3,1,"Action,Racing / Driving",,0.1,14.95,49,Nintendo DS,E,2005
130,NHL 2K6 ,1,Sports,2K,0.1,5.95,75,X360,T,2005
131,Bust-a-Move DS,1,"Action,Strategy",,0.09,17.95,75,Nintendo DS,E,2005
132,Battles of Prince of Persia,1,Strategy,Ubisoft,0.09,14.95,64,Nintendo DS,E,2005
133,GripShift,1,Racing / Driving,Ubisoft,0.09,9.95,70,Sony PSP,E,2005
134,Marvel Nemesis: Rise of the Imperfects ,1,Action,EA,0.08,14.95,34,Nintendo DS,T,2005
135,Scooby-Doo! Unmasked,1,Action,THQ,0.08,17.95,60,Nintendo DS,E,2005
136,Viewtiful Joe: Double Trouble!,1,Action,Capcom,0.08,14.95,73,Nintendo DS,E,2005
137,The Legend of Heroes: A Tear of Vermillion,1,Role-Playing (RPG),,0.08,17.95,68,Sony PSP,T,2005
138,PQ: Practical Intelligence Quotient,1,Strategy,,0.08,14.95,69,Sony PSP,E,2005
139,Lost in Blue,1,Role-Playing (RPG),Konami,0.07,24.95,69,Nintendo DS,T,2005
140,Ghost in the Shell: Stand Alone Complex,1,Action,Sony,0.07,14.95,61,Sony PSP,E,2005
141,Dig Dug: Digging Strike,1,Action,Namco,0.06,16.95,65,Nintendo DS,E,2005
142,Frogger: Helmet Chaos,1,Action,Konami,0.06,17.95,69,Nintendo DS,E,2005
143,Mega Man Battle Network 5: Double Team DS,1,"Action,Role-Playing (RPG)",Capcom,0.06,17.95,68,Nintendo DS,E,2005
144,Nanostray,1,Action,THQ,0.06,17.95,71,Nintendo DS,E,2005
145,Sega Casino,1,Simulation,Sega,0.06,17.95,61,Nintendo DS,M,2005
146,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,1,"Action,Adventure",Konami,0.06,17.95,58,Nintendo DS,T,2005
147,Pac-Man World 3,1,Action,"EA,Namco",0.06,24.95,61,Sony PSP,E,2005
148,Tokobot,1,Strategy,,0.06,17.95,72,Sony PSP,T,2005
149,Fullmetal Alchemist: Dual Sympathy,1,Action,,0.05,14.95,58,Nintendo DS,M,2005
150,Exit,1,Action,Ubisoft,0.05,9.95,77,Sony PSP,E,2005
151,Bubble Bobble Revolution,1,Action,,0.04,17.95,38,Nintendo DS,M,2005
152,The Rub Rabbits!,2,"Action,Adventure",Sega,0.02,17.95,68,Nintendo DS,M,2005
153,Electroplankton,1,Simulation,Nintendo,0.01,29.95,71,Nintendo DS,T,2005
154,LifeSigns: Surgical Unit,1,"Simulation,Strategy",,0.01,22.95,61,Nintendo DS,T,2005
155,Space Invaders Revolution,1,Action,,0.01,13.95,49,Nintendo DS,E,2005
156,Wii Play,2,"Action,Sports",Nintendo,14.66,14.95,58,Nintendo Wii,T,2006
157,New Super Mario Bros.,1,Action,Nintendo,10.03,27.95,89,Nintendo DS,T,2006
158,Pokmon Diamond,1,Role-Playing (RPG),Nintendo,6.77,27.95,85,Nintendo DS,E,2006
159,Pokmon Pearl,1,Role-Playing (RPG),Nintendo,6.77,26.95,85,Nintendo DS,E,2006
160,Gears of War,2,Action,Microsoft,3.7,19.95,94,X360,M,2006
161,The Legend of Zelda: Twilight Princess,1,"Action,Role-Playing (RPG)",Nintendo,3.33,39.95,95,Nintendo Wii,M,2006
162,Cooking Mama,1,Simulation,,2.9,17.95,67,Nintendo DS,M,2006
163,Marvel Ultimate Alliance,4,"Action,Role-Playing (RPG)",Activision,2.42,14.95,82,X360,T,2006
164,Daxter,1,Action,Sony,2.38,14.95,85,Sony PSP,T,2006
165,The Elder Scrolls IV: Oblivion,1,"Action,Role-Playing (RPG)",2K,2.12,19.95,94,X360,E,2006
166,Madden NFL 07,2,Sports,EA,1.77,4.95,80,X360,E,2006
167,Grand Theft Auto: Vice City Stories,1,"Action,Racing / Driving",Rockstar,1.72,17.95,86,Sony PSP,E,2006
168,Resistance: Fall of Man,4,Action,Sony,1.61,19.95,86,PlayStation 3,E,2006
169,MotorStorm,1,"Action,Racing / Driving,Sports",Sony,1.58,16.95,82,PlayStation 3,T,2006
170,Call of Duty 3,2,Action,Activision,1.51,16.95,82,X360,T,2006
171,Yoshi's Island DS,1,Action,Nintendo,1.49,27.95,81,Nintendo DS,E,2006
172,Tom Clancy's Ghost Recon: Advanced Warfighter,4,Action,Ubisoft,1.46,14.95,90,X360,E,2006
173,Fight Night Round 3,2,"Action,Sports",EA,1.4,14.95,86,X360,E,2006
174,Pokmon Ranger,1,Role-Playing (RPG),Nintendo,1.36,19.95,69,Nintendo DS,E,2006
175,Rayman Raving Rabbids,4,Action,Ubisoft,1.26,17.95,76,Nintendo Wii,T,2006
176,Saints Row,1,"Action,Racing / Driving",THQ,1.23,14.95,81,X360,T,2006
177,Tom Clancy's Rainbow Six: Vegas,2,Action,Ubisoft,1.19,14.95,88,X360,E,2006
178,Dead Rising,1,Action,Capcom,1.16,16.95,85,X360,E,2006
179,Call of Duty 3,1,Action,Activision,1.15,19.95,69,Nintendo Wii,E,2006
180,Lost Planet: Extreme Condition,1,Action,Capcom,1.15,12.95,79,X360,M,2006
181,Mario Hoops 3 on 3,1,Sports,Nintendo,1.03,22.95,69,Nintendo DS,M,2006
182,LEGO Star Wars II: The Original Trilogy,1,Action,EA,1.02,17.95,47,Nintendo DS,E,2006
183,Super Monkey Ball: Banana Blitz,4,Action,Sega,1.0,14.95,74,Nintendo Wii,T,2006
184,The Sims 2: Pets,1,Simulation,EA,0.97,14.95,49,Nintendo DS,T,2006
185,Need for Speed: Carbon - Own the City,1,Racing / Driving,EA,0.93,16.95,73,Sony PSP,E,2006
186,WarioWare: Smooth Moves,6,"Action,Racing / Driving,Sports",Nintendo,0.9,39.95,83,Nintendo Wii,T,2006
187,Fight Night Round 3,2,"Action,Sports",EA,0.86,13.95,83,PlayStation 3,T,2006
188,Final Fantasy III,1,Role-Playing (RPG),SquareEnix,0.86,17.95,77,Nintendo DS,E,2006
189,SOCOM: U.S. Navy SEALs - Fireteam Bravo 2,1,Action,Sony,0.86,16.95,81,Sony PSP,E,2006
190,Madden NFL 07,1,Sports,EA,0.83,9.95,78,Sony PSP,E,2006
191,Monster 4x4: World Circuit,4,Racing / Driving,Ubisoft,0.82,12.95,51,Nintendo Wii,E,2006
192,Kirby: Squeak Squad,1,Action,Nintendo,0.82,27.95,71,Nintendo DS,T,2006
193,Pokmon Battle Revolution,4,"Action,Strategy",Nintendo,0.81,39.95,53,Nintendo Wii,T,2006
194,Medal of Honor: Heroes,1,Action,EA,0.81,14.95,71,Sony PSP,E,2006
195,Tekken: Dark Resurrection,1,Action,"Namco,Sony",0.81,17.95,88,Sony PSP,E,2006
196,Need for Speed: Carbon,2,Racing / Driving,EA,0.78,16.95,77,X360,E,2006
197,Mario vs. Donkey Kong 2: March of the Minis,1,Action,Nintendo,0.77,27.95,76,Nintendo DS,T,2006
198,Sonic Rivals,1,"Action,Racing / Driving",Sega,0.76,17.95,64,Sony PSP,T,2006
199,NCAA Football 07,2,Sports,EA,0.7,4.95,79,X360,E,2006
200,Mortal Kombat: Unchained,2,Action,Midway,0.67,17.95,70,Sony PSP,E,2006
201,Tom Clancy's Splinter Cell: Double Agent,1,Action,Ubisoft,0.67,17.95,85,X360,E,2006
202,Tetris DS,1,Strategy,Nintendo,0.66,17.95,84,Nintendo DS,M,2006
203,LEGO Star Wars II: The Original Trilogy,2,Action,,0.61,17.95,83,Sony PSP,T,2006
204,Red Steel,4,Action,Ubisoft,0.58,14.95,63,Nintendo Wii,T,2006
205,Metroid Prime: Hunters,1,Action,Nintendo,0.58,27.95,85,Nintendo DS,E,2006
206,LEGO Star Wars II: The Original Trilogy,2,Action,,0.57,14.95,81,X360,E,2006
207,NBA 2K7 ,1,Sports,2K,0.56,4.95,84,X360,E,2006
208,SEGA Genesis Collection,2,"Action,Racing / Driving,Role-Playing (RPG),Strategy",Sega,0.55,17.95,82,Sony PSP,T,2006
209,Call of Duty 3,1,Action,Activision,0.52,19.95,80,PlayStation 3,T,2006
210,NBA Live 07,1,Sports,EA,0.51,7.95,64,Sony PSP,E,2006
211,Madden NFL 07,2,Sports,EA,0.49,6.95,76,PlayStation 3,T,2006
212,SpongeBob SquarePants: The Yellow Avenger,1,Action,THQ,0.49,12.95,48,Sony PSP,T,2006
213,Madden NFL 07,4,Sports,EA,0.48,9.95,81,Nintendo Wii,E,2006
214,Fight Night Round 3,2,"Action,Simulation,Sports",EA,0.48,16.95,74,Sony PSP,T,2006
215,Need for Speed: Carbon,2,Racing / Driving,EA,0.47,17.95,75,PlayStation 3,T,2006
216,Need for Speed: Carbon,2,Racing / Driving,EA,0.47,17.95,67,Nintendo Wii,M,2006
217,WWE SmackDown vs. Raw 2007,4,Sports,THQ,0.45,12.95,81,X360,E,2006
218,Tiger Woods PGA Tour 07,1,Sports,EA,0.45,9.95,80,X360,T,2006
219,Viva Pi$?ata,4,"Simulation,Strategy",Microsoft,0.44,16.95,84,X360,E,2006
220,SpongeBob Squarepants: Creature from the Krusty Krab,1,"Action,Adventure",THQ,0.44,14.95,57,Nintendo Wii,T,2006
221,Tony Hawk's Project 8,2,Sports,Activision,0.42,17.95,68,Sony PSP,M,2006
222,Tony Hawk's Project 8,2,Sports,Activision,0.42,16.95,81,X360,E,2006
223,NBA LIVE 07 ,1,Sports,EA,0.42,4.95,59,X360,T,2006
224,Excite Truck,2,Racing / Driving,Nintendo,0.4,19.95,72,Nintendo Wii,M,2006
225,Harvest Moon DS,1,"Role-Playing (RPG),Simulation",,0.4,17.95,67,Nintendo DS,T,2006
226,Star Fox Command,1,Action,Nintendo,0.39,14.95,76,Nintendo DS,T,2006
227,Metal Gear Solid: Portable Ops,1,"Action,Strategy",Konami,0.39,17.95,87,Sony PSP,T,2006
228,Marvel Ultimate Alliance,4,"Action,Role-Playing (RPG)",Activision,0.38,17.95,73,Nintendo Wii,M,2006
229,Blazing Angels: Squadrons of WWII,2,Action,Ubisoft,0.37,16.95,66,X360,E,2006
230,Major League Baseball 2K6,2,Sports,2K,0.37,4.95,66,X360,T,2006
231,NCAA Football 07,1,Sports,EA,0.36,9.95,75,Sony PSP,T,2006
232,MLB 06: The Show,2,Sports,Sony,0.35,9.95,83,Sony PSP,T,2006
233,Blazing Angels: Squadrons of WWII,2,Action,Ubisoft,0.35,16.95,67,PlayStation 3,T,2006
234,WWE SmackDown vs. Raw 2007,4,Sports,THQ,0.34,14.95,78,Sony PSP,T,2006
235,Rune Factory: A Fantasy Harvest Moon,1,"Role-Playing (RPG),Simulation",,0.34,24.95,78,Nintendo DS,T,2006
236,Marvel Ultimate Alliance,1,"Action,Role-Playing (RPG)",Activision,0.34,22.95,81,Sony PSP,E,2006
237,Marvel Ultimate Alliance,4,"Action,Role-Playing (RPG)",Activision,0.33,24.95,78,PlayStation 3,M,2006
238,Tiger Woods PGA Tour 07,4,Sports,EA,0.32,14.95,81,PlayStation 3,E,2006
239,Ace Combat X: Skies of Deception,1,"Action,Simulation",Namco,0.32,22.95,75,Sony PSP,E,2006
240,Killzone: Liberation,1,"Action,Strategy",Sony,0.32,16.95,77,Sony PSP,M,2006
241,F.E.A.R.: First Encounter Assault Recon,1,Action,,0.32,17.95,85,X360,E,2006
242,NBA 2K7,7,Sports,2K,0.31,7.95,80,PlayStation 3,E,2006
243,Tony Hawk's Project 8,2,Sports,Activision,0.3,14.95,76,PlayStation 3,T,2006
244,Avatar: The Last Airbender,1,Action,THQ,0.3,17.95,64,Nintendo DS,E,2006
245,Castlevania: Portrait of Ruin,1,Action,Konami,0.3,17.95,85,Nintendo DS,M,2006
246,Hitman: Blood Money,1,Action,Eidos,0.29,22.95,82,X360,E,2006
247,Rockstar Games presents Table Tennis,2,Sports,Rockstar,0.28,9.95,81,X360,M,2006
248,Trauma Center: Second Opinion,1,"Action,Simulation",Nintendo,0.28,17.95,80,Nintendo Wii,T,2006
249,Tenchu Z,1,Action,Microsoft,0.28,14.95,56,X360,E,2006
250,Elite Beat Agents,1,Action,Nintendo,0.27,9.95,87,Nintendo DS,M,2006
251,Street Fighter Alpha 3 MAX,1,Action,Capcom,0.27,14.95,80,Sony PSP,M,2006
252,Blue Dragon,1,Role-Playing (RPG),Microsoft,0.27,14.95,79,X360,T,2006
253,The Lord of the Rings: The Battle for Middle Ea...,1,Strategy,EA,0.27,19.95,79,X360,T,2006
254,Prey,1,Action,2K,0.27,14.95,79,X360,T,2006
255,Over the Hedge,1,Adventure,Activision,0.26,16.95,71,Nintendo DS,E,2006
256,Capcom Classics Collection Reloaded,1,Action,Capcom,0.26,17.95,75,Sony PSP,T,2006
257,Pirates of the Caribbean: Dead Man's Chest,1,Action,,0.26,14.95,52,Sony PSP,T,2006
258,NHL 07 ,1,Sports,EA,0.26,5.95,79,X360,T,2006
259,Monster Hunter Freedom,1,"Action,Strategy",Capcom,0.25,12.95,71,Sony PSP,E,2006
260,Chromehounds,1,"Action,Simulation,Strategy",Sega,0.25,14.95,71,X360,T,2006
261,Test Drive Unlimited,1,Racing / Driving,Atari,0.25,17.95,82,X360,T,2006
262,Dragon Ball Z: Budokai Tenkaichi 2,2,Action,Atari,0.24,14.95,72,Nintendo Wii,E,2006
263,Dragon Quest Monsters: Joker,1,Role-Playing (RPG),SquareEnix,0.24,14.95,75,Nintendo DS,T,2006
264,Pirates of the Caribbean: Dead Man's Chest,1,Action,,0.24,11.95,63,Nintendo DS,E,2006
265,NFL Street 3,1,"Action,Sports",EA,0.24,14.95,68,Sony PSP,T,2006
266,Syphon Filter: Dark Mirror,1,Action,Sony,0.24,12.95,87,Sony PSP,M,2006
267,NBA 07,4,Sports,Sony,0.23,6.95,63,PlayStation 3,T,2006
268,Ridge Racer 7,2,Racing / Driving,"Namco,Sony",0.23,19.95,78,PlayStation 3,E,2006
269,The Outfit,2,Action,THQ,0.23,14.95,70,X360,E,2006
270,Elebits,4,Action,Konami,0.22,14.95,75,Nintendo Wii,T,2006
271,Tony Hawk's Downhill Jam,1,"Racing / Driving,Sports",Activision,0.22,14.95,76,Nintendo DS,T,2006
272,The Sims 2: Pets,1,Simulation,EA,0.21,17.95,57,Sony PSP,T,2006
273,Tiger Woods PGA Tour 07,1,Sports,EA,0.21,12.95,78,Sony PSP,E,2006
274,Thrillville,1,"Simulation,Strategy",Atari,0.2,14.95,72,Sony PSP,E,2006
275,The Godfather: The Game,1,Action,EA,0.2,17.95,77,X360,T,2006
276,Rampage: Total Destruction,4,Action,Midway,0.19,16.95,46,Nintendo Wii,E,2006
277,College Hoops 2K7,4,Sports,2K,0.19,6.95,82,X360,T,2006
278,Far Cry: Instincts - Predator,4,Action,Ubisoft,0.19,17.95,78,X360,E,2006
279,Full Auto,2,"Action,Racing / Driving",Sega,0.19,16.95,70,X360,E,2006
280,Age of Empires: The Age of Kings,1,Strategy,,0.19,17.95,80,Nintendo DS,T,2006
281,Need for Speed: Carbon - Own the City,1,"Action,Racing / Driving",EA,0.19,14.95,70,Nintendo DS,T,2006
